NUTS,Location,Year,Election Type,PS,PSD,PCP,CDS,BE,Abstention
Município,Serpa,2015,Parliament,32.67,9.42,36.5,9.42,6.35,45.1
Município,Sertã,2015,Parliament,27.23,29.04,2.44,29.04,6.7,38.2
Município,Sesimbra,2015,Parliament,33.12,13.37,16.1,13.37,14.67,43.8
Município,Setúbal,2015,Parliament,35.22,12.77,16.18,12.77,14.26,43.1
Município,Sever do Vouga,2015,Parliament,19.16,33.23,2.55,33.23,6.74,40.7
Município,Silves,2015,Parliament,32.46,14.72,13.96,14.72,14.04,46.4
Município,Sines,2015,Parliament,34.57,10.12,19.77,10.12,16.46,44.6
Município,Sintra,2015,Parliament,34.38,16.82,10.23,16.82,13.2,43.4
Município,Sobral de Monte Agraço,2015,Parliament,32.07,15.18,19.3,15.18,10.51,40
Município,Soure,2015,Parliament,43.36,15.85,7.98,15.85,10.57,44.1
Município,Sousel,2015,Parliament,35.03,15.81,18.45,15.81,8.47,36.9
Município,Tábua,2015,Parliament,36.03,23.7,5,23.7,6.46,43.9
Município,Tabuaço,2015,Parliament,32.29,27.46,2.98,27.46,4.76,49.4
NUTS III,Tâmega e Sousa,2015,Parliament,33.69,24.42,4.18,24.42,7.96,43.2
Município,Tarouca,2015,Parliament,25.64,27.75,4.74,27.75,8.52,53.5
Município,Tavira,2015,Parliament,36.26,16.8,6.82,16.8,14.75,46.7
Município,Terras de Bouro,2015,Parliament,27.11,28.49,4.83,28.49,4.96,46.5
NUTS III,Terras de Trás-os-Montes,2015,Parliament,35,25.93,3.12,25.93,5.7,53
Município,Tomar,2015,Parliament,34.06,20.29,6.51,20.29,11.43,41.5
Município,Tondela,2015,Parliament,25.06,29.7,3.52,29.7,6.8,45.8
Município,Torre de Moncorvo,2015,Parliament,40.12,22.7,3.91,22.7,5.86,51.7
Município,Torres Novas,2015,Parliament,36.02,15.37,10.65,15.37,14.96,39.4
Município,Torres Vedras,2015,Parliament,31.26,20.87,9.03,20.87,10.78,40.7
Município,Trancoso,2015,Parliament,33.13,26.61,2.89,26.61,6.58,49.1
Município,Trofa,2015,Parliament,30.55,24.11,5.22,24.11,10.12,37.1
Município,Vagos,2015,Parliament,13.23,36.72,1.95,36.72,6.12,50
Município,Vale de Cambra,2015,Parliament,24.24,28.98,2.82,28.98,8.68,40.8
Município,Valença,2015,Parliament,31.41,25.2,4.07,25.2,6.98,52.1
Município,Valongo,2015,Parliament,35.19,17.62,8.58,17.62,13.56,39.9
Município,Valpaços,2015,Parliament,22.3,34.52,1.35,34.52,3.51,55.4
Município,Vendas Novas,2015,Parliament,34.97,12.56,25.2,12.56,8.61,42.3
Município,Viana do Alentejo,2015,Parliament,37.4,9.28,29.8,9.28,8.89,42.7
Município,Viana do Castelo,2015,Parliament,31.92,19.69,8.56,19.69,11.57,45
Município,Vidigueira,2015,Parliament,41.81,8.83,27.48,8.83,7.29,43
Município,Vieira do Minho,2015,Parliament,33.32,26.34,3.42,26.34,5.85,49.1
Município,Vila de Rei,2015,Parliament,18.95,33.08,2.89,33.08,5.46,29.6
Município,Vila do Bispo,2015,Parliament,41.77,13.19,9.14,13.19,13.48,45.5
Município,Vila do Conde,2015,Parliament,35.05,21.44,5.5,21.44,10.23,42
Município,Vila Flor,2015,Parliament,38.83,23.45,4.19,23.45,5.63,50.9
Município,Vila Franca de Xira,2015,Parliament,35.53,12.43,17.78,12.43,14.02,38.1
Município,Vila Nova da Barquinha,2015,Parliament,41.17,12.4,11.25,12.4,13.96,39.7
Município,Vila Nova de Cerveira,2015,Parliament,37.8,21.56,3.36,21.56,8.53,46.4
Município,Vila Nova de Famalicão,2015,Parliament,33.29,23.33,4.83,23.33,9.5,36.2
Município,Vila Nova de Foz Côa,2015,Parliament,38.21,23.71,3.95,23.71,5.89,53.6
Município,Vila Nova de Gaia,2015,Parliament,34.91,17.9,8.15,17.9,13.68,39
Município,Vila Nova de Paiva,2015,Parliament,22.73,33.25,2.56,33.25,4.04,62
Município,Vila Nova de Poiares,2015,Parliament,35.42,22.6,5.21,22.6,7.87,47.9
Município,Vila Pouca de Aguiar,2015,Parliament,34.24,27.69,3.03,27.69,3.44,55.7
Município,Vila Real,2015,Parliament,34.87,24.87,3.65,24.87,6.87,44
Município,Vila Real de Santo António,2015,Parliament,35.34,14.04,13.81,14.04,15.48,51.4
Município,Vila Velha de Ródão,2015,Parliament,51.78,14.35,6.87,14.35,7.43,31.8
Município,Vila Verde,2015,Parliament,24.66,29.87,2.81,29.87,6.59,47.1
Município,Vila Viçosa,2015,Parliament,38.03,14.5,18.15,14.5,10.32,42
Município,Vimioso,2015,Parliament,31.05,28.88,2.12,28.88,5.37,59
Município,Vinhais,2015,Parliament,38.47,25.51,2.34,25.51,3.75,56.7
Município,Viseu,2015,Parliament,29.66,26,3.74,26,8.87,46.6
NUTS III,Viseu Dão Lafões,2015,Parliament,29.94,26.92,3.52,26.92,7.37,48.4
Município,Vizela,2015,Parliament,38.7,17.76,5.61,17.76,13.61,38.9
Município,Vouzela,2015,Parliament,32.4,27.03,3.01,27.03,6.39,42.8
Município,Abrantes,2017,Local,56.03,16.3,10.17,5.84,11.66,46.2
Município,Águeda,2017,Local,24.95,20.27,1.6,5.57,1.58,42
Município,Aguiar da Beira,2017,Local,0,45.42,0.72,2.04,0,35.5
Município,Alandroal,2017,Local,35.8,4.34,29.23,2.03,0,25.9
Município,Albergaria-a-Velha,2017,Local,6.47,26.98,1.69,62.72,1.58,38.8
Município,Albufeira,2017,Local,36.87,45.46,5.05,0,5.78,60.7
Município,Alcácer do Sal,2017,Local,42.75,2.58,48.47,2.58,3.61,40.5
Município,Alcanena,2017,Local,58.64,0,9.66,0,0,44.4
Município,Alcobaça,2017,Local,23.4,47.7,8.28,16.54,3.21,44.4
Município,Alcochete,2017,Local,37.66,0,35.16,0,0,43.2
Município,Alcoutim,2017,Local,69.15,0,4.91,0,0,22.4
Município,Alenquer,2017,Local,56.45,11.62,14.87,11.62,5.44,50.3
NUTS II,Alentejo,2017,Local,45.26,12.66,27.32,3.64,2.75,41.7
NUTS III,Alentejo Central,2017,Local,37.88,10.89,33.56,2.47,1.83,41.3
NUTS III,Alentejo Litoral,2017,Local,43.88,6.57,36.8,3.31,4.59,41.9
Município,Alfândega da Fé,2017,Local,52.07,23.42,1.1,23.42,0,30.9
NUTS II,Algarve,2017,Local,48.6,11.92,11.14,0.58,4.92,52.6
NUTS III,Algarve,2017,Local,48.6,11.92,11.14,0.58,4.92,52.6
Município,Alijó,2017,Local,40.46,23.47,2.79,23.47,9.8,34.9
Município,Aljezur,2017,Local,62.45,0,19.95,0,0,39.5
Município,Aljustrel,2017,Local,60.61,0.89,37.62,0.89,0,31.3
Município,Almada,2017,Local,33.11,14.83,32.46,2.68,10.15,55.8
Município,Almeida,2017,Local,25.93,56.67,5.71,0,0,33.8
Município,Almeirim,2017,Local,77.17,0,11.63,2.41,0,53.5
Município,Almodôvar,2017,Local,68.11,28.07,2.12,0,1.7,27.5
Município,Alpiarça,2017,Local,43.54,0,48.46,0,0,38.9
Município,Alter do Chão,2017,Local,49.14,20.29,8.45,20.29,1.82,24.7
NUTS III,Alto Alentejo,2017,Local,47.48,15.67,18.2,4.23,1.05,34.5
NUTS III,Alto Minho,2017,Local,39.07,31.21,4.63,12.47,1.8,41.2
NUTS III,Alto Tâmega,2017,Local,43.76,47.83,3.52,4.32,0.56,45.3
Município,Alvaiázere,2017,Local,33.67,52.35,1.07,12.91,0,34.7
Município,Alvito,2017,Local,33.9,11.65,52.32,2.12,0,31.5
Município,Amadora,2017,Local,50.94,9.6,12.97,9.6,7.38,57.3
Município,Amarante,2017,Local,37.75,28.45,1.59,28.45,1.79,38.6
Município,Amares,2017,Local,21.36,30.57,2.3,30.57,0,36.4
Município,Anadia,2017,Local,0,30.39,4.73,4.93,0,44.8
Município,Ansião,2017,Local,52.29,42.13,2.66,2.92,0,36.6
Município,Arcos de Valdevez,2017,Local,18.62,71.39,4.07,5.92,0,46.4
NUTS II,Área Metropolitana de Lisboa,2017,Local,36.83,9.8,20.52,3.85,6.51,52.9
NUTS III,Área Metropolitana de Lisboa,2017,Local,36.83,9.8,20.52,3.85,6.51,52.9
NUTS III,Área Metropolitana do Porto,2017,Local,41.49,19.37,5.55,9.22,3.9,43.4
Município,Arganil,2017,Local,45.36,50.15,4.49,0,0,32.8
Município,Armamar,2017,Local,15.68,57.16,5.72,21.44,0,32.1
Município,Arouca,2017,Local,56.8,18.74,1.82,18.74,0,27.2
Município,Arraiolos,2017,Local,27.33,7.7,61.63,0,3.34,35.9
Município,Arronches,2017,Local,30.95,64.34,3.14,0,0,21.9
Município,Arruda dos Vinhos,2017,Local,73.59,19.93,5.06,1.42,0,37.8
NUTS III,Ave,2017,Local,40.3,16.24,3.51,13.81,1.98,34.8
Município,Aveiro,2017,Local,33.08,0,4.32,0,7.28,50.9
Município,Avis,2017,Local,29.31,6.36,64.33,0,0,28.1
Município,Azambuja,2017,Local,44.6,0,21.48,3.96,7.87,45.8
Município,Baião,2017,Local,70.11,14.03,1.83,14.03,0,35.8
NUTS III,Baixo Alentejo,2017,Local,51.38,6.81,37,1.86,1.37,38.1
Município,Barcelos,2017,Local,42.72,17.02,1.5,17.02,1.91,28.3
Município,Barrancos,2017,Local,46.29,0,42.72,0,0,19.1
Município,Barreiro,2017,Local,39.05,11.85,34.62,1.67,6.98,50
Município,Batalha,2017,Local,22.38,60.14,4.07,13.41,0,43
NUTS III,Beira Baixa,2017,Local,60.55,23.27,4.25,3.98,2.74,41.4
NUTS III,Beiras e Serra da Estrela,2017,Local,40.82,37.45,4.13,5.68,1.03,38.5
Município,Beja,2017,Local,48.25,5.61,39.23,3.33,3.58,43.4
Município,Belmonte,2017,Local,59.29,0,6.69,1.34,0,37.8
Município,Benavente,2017,Local,25.85,22.4,48.72,3.02,0,54.6
Município,Bombarral,2017,Local,51.29,19.51,8.25,19.51,0,43.2
Município,Borba,2017,Local,24.52,14.09,7.5,0,4.75,30.1
Município,Boticas,2017,Local,14.56,80.5,4.95,0,0,47.9
Município,Braga,2017,Local,29.22,0,10.06,0,5.06,42.4
Município,Bragança,2017,Local,28.58,60.13,2.19,4.42,2.86,47.4
Município,Cabeceiras de Basto,2017,Local,51.93,0,1.03,0,0,34.2
Município,Cadaval,2017,Local,25.71,63.65,6.06,4.58,0,42.6
Município,Caldas da Rainha,2017,Local,25.59,55.32,4.49,8.77,5.83,52.2
Município,Caminha,2017,Local,55.16,40.61,2.88,1.34,0,35.6
Município,Campo Maior,2017,Local,67.77,0,27.59,0,1.37,36.5
Município,Cantanhede,2017,Local,28.42,65.12,4.13,2.33,0,48.9
Município,Carrazeda de Ansiães,2017,Local,0,50.72,2.84,0,0,35.9
Município,Carregal do Sal,2017,Local,51.3,38.76,2.32,0,0,44.3
Município,Cartaxo,2017,Local,55.72,0,10.35,0,4.49,48.3
Município,Cascais,2017,Local,30.62,24.18,7.84,24.18,5.52,56.5
Município,Castanheira de Pêra,2017,Local,45.14,48.96,1.2,0,0,27.6
Município,Castelo Branco,2017,Local,62.25,24.66,4.8,3.54,4.74,46.5
Município,Castelo de Paiva,2017,Local,58.53,19.61,2.26,19.61,0,26.5
Município,Castelo de Vide,2017,Local,34.35,59.52,4.54,1.6,0,27.1
Município,Castro Daire,2017,Local,45.85,25.87,2.4,25.87,0,37.7
Município,Castro Marim,2017,Local,37.48,19.16,2.45,19.16,0,32.4
Município,Castro Verde,2017,Local,53.08,1.34,44.24,1.34,0,39.2
NUTS III,Cávado,2017,Local,32.52,19.92,5.26,8.09,2.62,36.7
Município,Celorico da Beira,2017,Local,38.03,42.63,0.74,0,0,34.8
Município,Celorico de Basto,2017,Local,15.99,48.37,2.63,3.33,0,35.5
NUTS II,Centro,2017,Local,40.01,30.36,5.53,7.3,2.43,43.9
Município,Chamusca,2017,Local,56.84,0,25.39,0,0,36.8
Município,Chaves,2017,Local,53.71,36.5,5.9,2.5,1.4,44.6
Município,Cinfães,2017,Local,78.65,9.41,2.52,9.41,0,34.5
Município,Coimbra,2017,Local,37.21,0,8.71,0,0,46.5
Município,Condeixa-a-Nova,2017,Local,61.51,22.79,7.1,0,8.61,43.6
Município,Constância,2017,Local,55.6,0,31.68,0,0,27.7
NUTS I,Continente,2017,Local,40.23,20.55,10.32,7.33,3.57,45
Município,Coruche,2017,Local,59.8,16.04,24.16,0,0,46.1
Município,Covilhã,2017,Local,48.63,0,6.51,15.82,2.28,38.1
Município,Crato,2017,Local,44.27,29.63,25.3,0.81,0,23.1
Município,Cuba,2017,Local,44.59,0,52.65,0,0,22
NUTS III,Douro,2017,Local,44.41,37.01,2.03,6.16,1.72,36.3
Município,Elvas,2017,Local,51.02,5.17,3.16,8.57,1.39,43
Município,Entroncamento,2017,Local,47.74,26.24,5.62,7.56,12.83,44.8
Município,Espinho,2017,Local,33.28,42.53,5.42,2.65,2.55,38.6
Município,Esposende,2017,Local,10.09,62.69,3.67,3.85,0,37.9
Município,Estarreja,2017,Local,30.99,30.57,7.87,30.57,0,48.1
Município,Estremoz,2017,Local,33.28,3.52,9.04,3.52,0,39.9
Município,Évora,2017,Local,27.89,15.75,42.83,0,5.06,51.1
Município,Fafe,2017,Local,38.65,9.53,2.45,9.53,1.77,36.3
Município,Faro,2017,Local,39.4,0,7.64,0,3.17,52.7
Município,Felgueiras,2017,Local,0,0,2.05,0,0,33.5
Município,Ferreira do Alentejo,2017,Local,70.77,3.93,21.37,3.93,0,40.1
Município,Ferreira do Zêzere,2017,Local,29.98,47.26,1.46,0,1.87,31
Município,Figueira da Foz,2017,Local,53.45,30.4,6.95,0,4.63,50.1
Município,Figueira de Castelo Rodrigo,2017,Local,54.91,43.38,0.66,1.05,0,25.8
Município,Figueiró dos Vinhos,2017,Local,48.32,15.33,0.67,15.33,0,29.4
Município,Fornos de Algodres,2017,Local,62.15,29.73,1.32,6.81,0,29.1
Município,Freixo de Espada à Cinta,2017,Local,36.49,51.64,1.39,0,0,25.5
Município,Fronteira,2017,Local,34.62,58.79,4.67,0,0,22.2
Município,Fundão,2017,Local,30.57,58.58,7.11,3.74,0,40.6
Município,Gavião,2017,Local,67.49,8.9,14.71,8.9,0,31
Município,Góis,2017,Local,37.28,15.04,0.71,15.04,0,24.3
Município,Golegã,2017,Local,58.64,6.35,19.68,0,0,37.1
Município,Gondomar,2017,Local,47.72,5.78,16.13,5.78,3.73,43.9
Município,Gouveia,2017,Local,33.7,57.28,3.39,5.63,0,44.5
Município,Grândola,2017,Local,32.3,8.02,44.65,0,1.24,38.1
Município,Guarda,2017,Local,24.51,64.23,2.21,0,3.19,39.1
Município,Guimarães,2017,Local,53.09,0,5.36,0,2.49,33.3
Município,Idanha-a-Nova,2017,Local,68.34,11.56,8.54,11.56,0,41.4
Município,Ílhavo,2017,Local,37.44,49.68,3.11,0,4.33,56.3
Município,Lagoa,2017,Local,63.51,24.42,4.25,0,5.17,50.7
Município,Lagos,2017,Local,56.21,0,7.58,0,5.38,55.1
Município,Lamego,2017,Local,39.63,28.2,2.84,0,3.24,35.3
Município,Leiria,2017,Local,57.88,0,2.55,5.34,2.89,45.4
NUTS III,Lezíria do Tejo,2017,Local,46.35,18.43,18.04,5.4,4.52,47.2
Município,Lisboa,2017,Local,43.82,11.71,9.96,0,7.45,48.8
Município,Loulé,2017,Local,68.93,0,3.02,0,2.97,55.4
Município,Loures,2017,Local,29.65,0,34.4,3.01,3.72,47.7
Município,Lourinhã,2017,Local,50.41,34.31,5,0,0,45.1
Município,Lousã,2017,Local,69.73,21.17,3.61,0,5.48,46.5
Município,Lousada,2017,Local,54.43,21.32,1.63,21.32,1.31,29.4
Município,Mação,2017,Local,24.87,68.95,2.46,3.72,0,27.1
Município,Macedo de Cavaleiros,2017,Local,51.3,23,1.56,23,1.15,39.7
Município,Mafra,2017,Local,24.39,59.84,6.25,0,4.12,47.9
Município,Maia,2017,Local,0,21.43,4.95,21.43,6.25,43.8
Município,Mangualde,2017,Local,73.21,22.81,3.98,0,0,41.7
Município,Manteigas,2017,Local,41.38,37.28,3.21,0.71,0,32
Município,Marco de Canaveses,2017,Local,45.49,31.56,2.92,18.7,1.33,35.2
Município,Marinha Grande,2017,Local,31.21,0,26.09,0,5.15,50.5
Município,Marvão,2017,Local,32.98,33.77,1.3,0,0,22.5
Município,Matosinhos,2017,Local,38.64,12.6,7.15,0,4.9,47.1
Município,Mealhada,2017,Local,50.61,0,6.92,0,7.09,48.6
Município,Mêda,2017,Local,41.87,28.16,0.89,29.08,0,34
NUTS III,Médio Tejo,2017,Local,45.3,28.71,7.12,8.02,5.87,42.1
Município,Melgaço,2017,Local,63.33,17.1,2.47,17.1,0,53.9
Município,Mértola,2017,Local,56.02,3.63,40.36,0,0,27.2
Município,Mesão Frio,2017,Local,63.72,21.06,0.97,1.01,13.23,29.6
Município,Mira,2017,Local,31.24,62.77,0.73,0.45,0,43.5
Município,Miranda do Corvo,2017,Local,52.82,18.79,6.82,18.79,2.77,37
Município,Miranda do Douro,2017,Local,51.63,23.63,1.12,23.63,0,30.5
Município,Mirandela,2017,Local,49.23,43.16,1.96,5.64,0,39.9
Município,Mogadouro,2017,Local,53.73,22.63,1.02,22.63,0,33.6
Município,Moimenta da Beira,2017,Local,55.23,23.64,1.6,0,0,43.8
Município,Moita,2017,Local,30.46,0,43.16,0,10.88,57.2
Município,Monção,2017,Local,44.8,48.98,1.09,5.13,0,39.9
Município,Monchique,2017,Local,38.85,45.12,4.22,0,0,28
Município,Mondim de Basto,2017,Local,60.02,13.09,2.88,24.01,0,43.3
Município,Monforte,2017,Local,27.59,7.46,63.53,0,0,26.9
Município,Montalegre,2017,Local,64.42,16.34,2.89,16.34,0,48.2
Município,Montemor-o-Novo,2017,Local,39.46,5.01,45.59,9.93,0,39
Município,Montemor-o-Velho,2017,Local,53.84,17.17,7.06,17.17,1.48,36.2
Município,Montijo,2017,Local,47.56,10.17,21.05,10.17,5.31,55.8
Município,Mora,2017,Local,23.49,9.99,66.52,0,0,39.2
Município,Mortágua,2017,Local,47.34,49.73,0.67,2.26,0,37.7
Município,Moura,2017,Local,49.92,8.21,40.62,1.24,0,46.8
Município,Mourão,2017,Local,47.41,37.64,8.75,0,0,27.6
Município,Murça,2017,Local,46.51,49.44,1.15,2.9,0,38
Município,Murtosa,2017,Local,16.21,75.68,2.07,6.05,0,50
Município,Nazaré,2017,Local,59.59,26.52,7.47,0,3.78,50.9
Município,Nelas,2017,Local,51.12,15.08,1.61,26.24,0,37.1
Município,Nisa,2017,Local,52.83,4.27,38.63,4.27,0,29.4
NUTS II,Norte,2017,Local,40.59,23.06,4.3,10.51,2.62,39.8
Município,Óbidos,2017,Local,37.38,51.11,6.19,1.69,3.63,41.6
Município,Odemira,2017,Local,58.48,9.36,24.53,2.34,5.28,37.4
Município,Odivelas,2017,Local,47.84,11.52,15.72,11.52,6.45,53.3
Município,Oeiras,2017,Local,14.17,0,8.28,0,3.28,44.2
NUTS III,Oeste,2017,Local,40.98,32.18,9.5,10.08,2.87,46.8
Município,Oleiros,2017,Local,0,60.93,1.89,0,0,27.8
Município,Olhão,2017,Local,54.13,0,8.25,0,8.31,56.1
Município,Oliveira de Azeméis,2017,Local,53.07,36.02,1.63,5.32,2.5,40.8
Município,Oliveira de Frades,2017,Local,7.2,20.85,2.75,20.85,0,32.7
Município,Oliveira do Bairro,2017,Local,0,34.56,2.09,44.08,0,45.4
Município,Oliveira do Hospital,2017,Local,72.16,18.53,2.26,0,0,33.6
Município,Ourém,2017,Local,36.54,25.07,3.45,25.07,0,44
Município,Ourique,2017,Local,64.94,22.68,12.38,0,0,23.7
Município,Ovar,2017,Local,19.5,68.06,4.36,4.55,3.53,44.6
Município,Paços de Ferreira,2017,Local,66.82,29.95,1.38,1.14,0,32.3
Município,Palmela,2017,Local,29.83,6.16,42.86,6.16,6.34,56.5
Município,Pampilhosa da Serra,2017,Local,14.04,82.34,3.62,0,0,34.2
Município,Paredes,2017,Local,52.18,37.5,2.97,3.79,1.29,29.6
Município,Paredes de Coura,2017,Local,80.03,15.08,4.89,0,0,38.5
Município,Pedrógão Grande,2017,Local,57.77,39.39,1.47,1.38,0,29.3
Município,Penacova,2017,Local,56.63,36.97,4.92,1.49,0,39.7
Município,Penafiel,2017,Local,35.77,26.63,1.56,26.63,1.15,27.4
Município,Penalva do Castelo,2017,Local,71.1,0,2.98,0,0,35.3
Município,Penamacor,2017,Local,68.75,0,0.97,1.73,0,26
Município,Penedono,2017,Local,38.88,59.38,1.74,0,0,39.7
Município,Penela,2017,Local,29,66.79,4.21,0,0,36.5
Município,Peniche,2017,Local,19.48,30.15,15.71,1.12,0,49.2
Município,Peso da Régua,2017,Local,40.29,57.09,2.62,0,0,39.1
Município,Pinhel,2017,Local,28.85,68.34,1.48,0,0,39.6
Município,Pombal,2017,Local,12.34,49.02,1.3,6.81,2.47,49.7
Município,Ponte da Barca,2017,Local,41.4,55.85,1.43,1.32,0,39
Município,Ponte de Lima,2017,Local,0,10.68,2.88,54.03,0,33.3
Município,Ponte de Sor,2017,Local,70.76,4.12,17.93,4.12,3.06,41.3
Município,Portalegre,2017,Local,29.78,13.56,18.79,4.34,0.96,36.8
Município,Portel,2017,Local,65.81,1.28,31.63,1.28,0,29.5
Município,Portimão,2017,Local,47.29,0,8.25,0,12.37,58.8
Município,Porto,2017,Local,29.43,0,6.07,0,5.51,46.3
Município,Porto de Mós,2017,Local,32.1,39.17,2.84,0,0,39.1
Município,Póvoa de Lanhoso,2017,Local,43.62,44.64,0.89,0,0,34.2
Município,Póvoa de Varzim,2017,Local,19.94,60.56,3.3,7.94,4.12,50.1
Município,Proença-a-Nova,2017,Local,77.37,21.15,1.48,0,0,32.5
Município,Redondo,2017,Local,18.42,11.05,22.42,11.05,0,35.9
NUTS III,Região de Aveiro,2017,Local,21.76,34.86,3.41,13.77,2.64,46.5
NUTS III,Região de Coimbra,2017,Local,47.2,22.67,6.39,2.19,1.51,43.9
NUTS III,Região de Leiria,2017,Local,41.01,20.91,5.01,5.19,2.27,44.9
Município,Reguengos de Monsaraz,2017,Local,65.82,20.96,10.67,2.55,0,45.4
Município,Resende,2017,Local,48.95,43.37,0.74,6.94,0,27.1
Município,Ribeira de Pena,2017,Local,51.19,43.93,1.16,3.72,0,39.7
Município,Rio Maior,2017,Local,31.69,27.59,10.41,27.59,2.72,42
Município,Sabrosa,2017,Local,55.84,41.65,2.52,0,0,36
Município,Sabugal,2017,Local,40.24,54.29,2,0,0,42.3
Município,Salvaterra de Magos,2017,Local,55.59,5.01,10.6,5.01,23.79,49.6
Município,Santa Comba Dão,2017,Local,61.82,17.55,3.08,17.55,0,43.6
Município,Santa Maria da Feira,2017,Local,34.31,53.33,2.86,4.57,4.39,42.7
Município,Santa Marta de Penaguião,2017,Local,64.88,24.09,2.13,8.91,0,34.5
Município,Santarém,2017,Local,35.87,45.5,8.04,5.72,4.26,46.3
Município,Santiago do Cacém,2017,Local,28.61,8.09,47.98,8.09,7.23,45.5
Município,Santo Tirso,2017,Local,55.94,18.52,4.1,18.52,0,33.8
Município,São Brás de Alportel,2017,Local,64.01,0,6.52,0,0,43.3
Município,São João da Madeira,2017,Local,57.75,16.81,4.19,16.81,2.52,45
Município,São João da Pesqueira,2017,Local,0,41.89,1.83,0,0,31.3
Município,São Pedro do Sul,2017,Local,63.24,34.26,2.51,0,0,34.9
Município,Sardoal,2017,Local,37.84,58.9,3.26,0,0,26.7
Município,Sátão,2017,Local,0,49.85,2.62,0,0,44.5
Município,Seia,2017,Local,56.31,18.53,5.27,3.35,0,40.1
Município,Seixal,2017,Local,33.25,12.52,38.65,2.92,7.91,56.7
Município,Sernancelhe,2017,Local,18.8,74.49,0.47,6.24,0,33.2
Município,Serpa,2017,Local,33.67,4.17,51.29,4.17,3.12,45.7
Município,Sertã,2017,Local,35.1,61.26,1.31,2.33,0,34.3
Município,Sesimbra,2017,Local,29.32,5.38,44.04,5.38,6.02,55.5
Município,Setúbal,2017,Local,22.68,11.39,52.03,3.33,5.46,56.9
Município,Sever do Vouga,2017,Local,48.8,33.33,1.52,16.34,0,31.6
Município,Silves,2017,Local,15.28,22.95,55.93,0,3.38,48.6
Município,Sines,2017,Local,61.29,0,17.14,0,2.75,47.6
Município,Sintra,2017,Local,45.37,0,9.94,0,6.62,57.7
Município,Sobral de Monte Agraço,2017,Local,27.31,10.1,52.49,10.1,0,41.3
Município,Soure,2017,Local,63.25,0,13.87,0,0,43.3
Município,Sousel,2017,Local,62.59,31.12,5.1,0,1.19,23.1
Município,Tábua,2017,Local,55.88,36.21,5.6,2.31,0,32.5
Município,Tabuaço,2017,Local,39.52,29.8,0.89,29.8,0,27.8
NUTS III,Tâmega e Sousa,2017,Local,42.2,23.64,1.88,15.23,0.73,32.6
Município,Tarouca,2017,Local,32.39,59.45,2.36,5.8,0,40
Município,Tavira,2017,Local,61.48,23.19,4.78,2.41,4.93,46.7
Município,Terras de Bouro,2017,Local,29.47,36.19,2.2,0,0,29.9
NUTS III,Terras de Trás-os-Montes,2017,Local,44.7,37.74,1.58,14.09,1.37,39.7
Município,Tomar,2017,Local,43.03,36.8,8.36,3.57,6.45,43.1
Município,Tondela,2017,Local,24.43,60.42,3.74,11.42,0,38.5
Município,Torre de Moncorvo,2017,Local,38.11,29.91,2.08,29.91,0,34.8
Município,Torres Novas,2017,Local,54.42,15.77,9.87,4.58,15.36,45.3
Município,Torres Vedras,2017,Local,53.49,16.4,7.06,16.4,3.31,46.1
Município,Trancoso,2017,Local,59.15,32.82,2.59,5.43,0,36.8
Município,Trofa,2017,Local,33.26,31.14,4.46,31.14,0,34.9
Município,Vagos,2017,Local,8.71,71.66,1.6,18.03,0,45.6
Município,Vale de Cambra,2017,Local,11.83,18.25,1.69,68.24,0,34.2
Município,Valença,2017,Local,34.41,59.49,3.35,2.75,0,41.2
Município,Valongo,2017,Local,60.51,13.93,5.51,13.93,4.44,46.3
Município,Valpaços,2017,Local,16.83,79.19,1.43,2.55,0,47.9
Município,Vendas Novas,2017,Local,62.79,11.31,25.91,0,0,36.3
Município,Viana do Alentejo,2017,Local,53.31,5.71,40.97,0,0,33.7
Município,Viana do Castelo,2017,Local,56.87,22.51,8.59,0,5.64,44.8
Município,Vidigueira,2017,Local,36.69,0,46.1,0,0,31.2
Município,Vieira do Minho,2017,Local,32.65,32.61,2.13,32.61,0,34
Município,Vila de Rei,2017,Local,29.73,63.42,3.25,3.61,0,26
Município,Vila do Bispo,2017,Local,57.43,0,4.99,0,7.59,34.4
Município,Vila do Conde,2017,Local,33.08,6.73,2.27,6.73,1.88,37.4
Município,Vila Flor,2017,Local,49.51,20.69,1.09,20.69,8.02,35
Município,Vila Franca de Xira,2017,Local,41.34,0,32.23,0,7.4,51.6
Município,Vila Nova da Barquinha,2017,Local,69.22,9.08,12.61,9.08,0,43.9
Município,Vila Nova de Cerveira,2017,Local,37.23,0,1.71,0,0,32.9
Município,Vila Nova de Famalicão,2017,Local,24.37,35.03,3,35.03,2.57,36.1
Município,Vila Nova de Foz Côa,2017,Local,30.29,52.67,1.05,0,0,36.8
Município,Vila Nova de Gaia,2017,Local,64.75,10.66,4.74,10.66,5.43,47.9
Município,Vila Nova de Paiva,2017,Local,60.92,17.68,3.72,17.68,0,51.7
Município,Vila Nova de Poiares,2017,Local,70.59,27.42,1.99,0,0,40.6
Município,Vila Pouca de Aguiar,2017,Local,39.53,56.06,0.84,3.57,0,42.8
Município,Vila Real,2017,Local,66.75,26.3,1.41,3.83,1.72,38
Município,Vila Real de Santo António,2017,Local,31.14,46.58,19.47,0,2.81,44
Município,Vila Velha de Ródão,2017,Local,72.24,11.99,3.77,11.99,0,26.5
Município,Vila Verde,2017,Local,37.13,54.32,2.63,5.92,0,36.7
