NUTS,Location,Year,Fires,Firefighters,Tourism
NUTS I,Continente,2009,29782,31003,48.3
NUTS II,Norte,2009,18867,10562,34.5
NUTS III,Alto Minho,2009,2059,702,23.3
Município,Arcos de Valdevez,2009,309,58,7.7
Município,Caminha,2009,104,91,18
Município,Melgaço,2009,91,68,-
Município,Monção,2009,279,41,24.8
Município,Paredes de Coura,2009,102,41,-
Município,Ponte da Barca,2009,263,52,10.6
Município,Ponte de Lima,2009,346,90,18
Município,Valença,2009,283,60,20.9
Município,Viana do Castelo,2009,241,135,32.3
Município,Vila Nova de Cerveira,2009,41,66,17.8
NUTS III,Cávado,2009,1022,728,24
Município,Amares,2009,110,60,19.8
Município,Barcelos,2009,201,274,31.9
Município,Braga,2009,242,154,23.3
Município,Esposende,2009,40,107,40.5
Município,Terras de Bouro,2009,112,68,3.7
Município,Vila Verde,2009,317,65,13.9
NUTS III,Ave,2009,1963,1079,-
Município,Cabeceiras de Basto,2009,227,65,-
Município,Fafe,2009,389,128,-
Município,Guimarães,2009,487,232,34.2
Município,Mondim de Basto,2009,72,63,-
Município,Póvoa de Lanhoso,2009,258,90,-
Município,Vieira do Minho,2009,269,45,18
Município,Vila Nova de Famalicão,2009,208,342,16.6
Município,Vizela,2009,53,114,-
NUTS III,Área Metropolitana do Porto,2009,4408,3600,-
Município,Arouca,2009,172,73,-
Município,Espinho,2009,151,189,-
Município,Gondomar,2009,500,319,11.9
Município,Maia,2009,200,134,45.4
Município,Matosinhos,2009,75,289,17.7
Município,Oliveira de Azeméis,2009,205,179,-
Município,Paredes,2009,702,398,8.9
Município,Porto,2009,0,381,54.5
Município,Póvoa de Varzim,2009,43,102,32.5
Município,Santa Maria da Feira,2009,653,217,18.9
Município,Santo Tirso,2009,465,246,8.7
Município,São João da Madeira,2009,10,99,38.7
Município,Trofa,2009,257,83,27.1
Município,Vale de Cambra,2009,111,67,24.7
Município,Valongo,2009,175,158,-
Município,Vila do Conde,2009,208,104,35.6
Município,Vila Nova de Gaia,2009,481,562,36.4
NUTS III,Alto Tâmega,2009,1889,533,-
Município,Boticas,2009,337,51,-
Município,Chaves,2009,309,196,13.5
Município,Montalegre,2009,475,102,7.2
Município,Ribeira de Pena,2009,212,90,-
Município,Valpaços,2009,301,46,2.9
Município,Vila Pouca de Aguiar,2009,255,48,10.9
NUTS III,Tâmega e Sousa,2009,5241,1660,-
Município,Amarante,2009,567,195,31.1
Município,Baião,2009,256,171,-
Município,Castelo de Paiva,2009,74,118,-
Município,Celorico de Basto,2009,339,101,-
Município,Cinfães,2009,677,190,-
Município,Felgueiras,2009,529,209,19.5
Município,Lousada,2009,488,101,-
Município,Marco de Canaveses,2009,695,160,-
Município,Paços de Ferreira,2009,557,129,-
Município,Penafiel,2009,761,217,11.5
Município,Resende,2009,298,69,-
NUTS III,Douro,2009,1426,1542,-
Município,Alijó,2009,81,173,30.8
Município,Armamar,2009,17,74,26
Município,Carrazeda de Ansiães,2009,111,49,-
Município,Freixo de Espada à Cinta,2009,39,53,-
Município,Lamego,2009,112,75,22.9
Município,Mesão Frio,2009,45,66,-
Município,Moimenta da Beira,2009,66,91,-
Município,Murça,2009,77,45,-
Município,Penedono,2009,23,49,-
Município,Peso da Régua,2009,82,55,22
Município,Sabrosa,2009,107,67,-
Município,Santa Marta de Penaguião,2009,65,108,-
Município,São João da Pesqueira,2009,20,77,-
Município,Sernancelhe,2009,37,62,-
Município,Tabuaço,2009,19,75,-
Município,Tarouca,2009,66,109,-
Município,Torre de Moncorvo,2009,85,56,-
Município,Vila Nova de Foz Côa,2009,89,49,-
Município,Vila Real,2009,285,209,18.5
NUTS III,Terras de Trás-os-Montes,2009,859,718,-
Município,Alfândega da Fé,2009,51,64,-
Município,Bragança,2009,215,114,16.4
Município,Macedo de Cavaleiros,2009,109,79,-
Município,Miranda do Douro,2009,60,133,13
Município,Mirandela,2009,99,76,5.2
Município,Mogadouro,2009,100,81,-
Município,Vila Flor,2009,54,49,-
Município,Vimioso,2009,54,57,-
Município,Vinhais,2009,117,65,-
NUTS II,Centro,2009,6701,10513,29.9
NUTS III,Oeste,2009,1034,1143,31.4
Município,Alcobaça,2009,90,250,28.5
Município,Alenquer,2009,171,103,-
Município,Arruda dos Vinhos,2009,130,61,-
Município,Bombarral,2009,37,64,14.6
Município,Cadaval,2009,64,57,-
Município,Caldas da Rainha,2009,65,88,23
Município,Lourinhã,2009,110,71,-
Município,Nazaré,2009,23,39,44.2
Município,Óbidos,2009,44,65,48.7
Município,Peniche,2009,62,82,28.3
Município,Sobral de Monte Agraço,2009,46,69,-
Município,Torres Vedras,2009,192,194,20.8
NUTS III,Região de Aveiro,2009,897,1174,-
Município,Águeda,2009,104,128,18.1
Município,Albergaria-a-Velha,2009,113,82,5.7
Município,Anadia,2009,62,67,19.1
Município,Aveiro,2009,159,228,40.2
Município,Estarreja,2009,85,92,-
Município,Ílhavo,2009,45,95,35.8
Município,Murtosa,2009,30,98,31
Município,Oliveira do Bairro,2009,55,50,-
Município,Ovar,2009,131,192,5.8
Município,Sever do Vouga,2009,70,55,-
Município,Vagos,2009,43,87,-
NUTS III,Região de Coimbra,2009,844,2056,-
Município,Arganil,2009,33,167,-
Município,Cantanhede,2009,54,36,43.2
Município,Coimbra,2009,114,269,46.2
Município,Condeixa-a-Nova,2009,11,111,-
Município,Figueira da Foz,2009,83,112,27.2
Município,Góis,2009,30,56,-
Município,Lousã,2009,53,144,-
Município,Mealhada,2009,56,115,31.3
Município,Mira,2009,10,48,31.2
Município,Miranda do Corvo,2009,75,109,-
Município,Montemor-o-Velho,2009,48,99,-
Município,Mortágua,2009,13,75,2.2
Município,Oliveira do Hospital,2009,88,157,-
Município,Pampilhosa da Serra,2009,17,64,-
Município,Penacova,2009,36,113,-
Município,Penela,2009,22,77,-
Município,Soure,2009,40,124,-
Município,Tábua,2009,43,130,-
Município,Vila Nova de Poiares,2009,18,50,-
NUTS III,Região de Leiria,2009,418,1408,-
Município,Alvaiázere,2009,19,64,-
Município,Ansião,2009,24,74,-
Município,Batalha,2009,11,118,-
Município,Castanheira de Pêra,2009,9,73,-
Município,Figueiró dos Vinhos,2009,10,76,-
Município,Leiria,2009,141,367,25
Município,Marinha Grande,2009,25,146,33.8
Município,Pedrógão Grande,2009,28,92,0
Município,Pombal,2009,77,230,9.5
Município,Porto de Mós,2009,74,168,-
NUTS III,Viseu Dão Lafões,2009,1325,1325,-
Município,Aguiar da Beira,2009,24,37,-
Município,Carregal do Sal,2009,21,126,-
Município,Castro Daire,2009,328,141,-
Município,Mangualde,2009,123,94,15.6
Município,Nelas,2009,66,112,-
Município,Oliveira de Frades,2009,36,74,-
Município,Penalva do Castelo,2009,31,62,-
Município,Santa Comba Dão,2009,23,67,-
Município,São Pedro do Sul,2009,76,121,5.7
Município,Sátão,2009,93,58,-
Município,Tondela,2009,78,165,2.3
Município,Vila Nova de Paiva,2009,157,73,-
Município,Viseu,2009,245,123,16.4
Município,Vouzela,2009,24,72,-
NUTS III,Beira Baixa,2009,283,602,-
Município,Castelo Branco,2009,120,143,15.4
Município,Idanha-a-Nova,2009,62,128,17.6
Município,Oleiros,2009,12,121,-
Município,Penamacor,2009,55,95,-
Município,Proença-a-Nova,2009,13,74,-
Município,Vila Velha de Ródão,2009,21,41,-
NUTS III,Médio Tejo,2009,494,1234,-
Município,Abrantes,2009,97,79,25.7
Município,Alcanena,2009,21,103,20.5
Município,Constância,2009,7,82,23.8
Município,Entroncamento,2009,9,54,8.9
Município,Ferreira do Zêzere,2009,23,57,-
Município,Mação,2009,20,64,-
Município,Ourém,2009,99,226,59
Município,Sardoal,2009,10,72,-
Município,Sertã,2009,38,193,-
Município,Tomar,2009,110,82,31.5
Município,Torres Novas,2009,40,103,-
Município,Vila de Rei,2009,5,56,-
Município,Vila Nova da Barquinha,2009,15,63,-
NUTS III,Beiras e Serra da Estrela,2009,1406,1571,-
Município,Almeida,2009,65,51,33.3
Município,Belmonte,2009,24,70,-
Município,Celorico da Beira,2009,53,68,-
Município,Covilhã,2009,108,83,-
Município,Figueira de Castelo Rodrigo,2009,104,25,0.4
Município,Fornos de Algodres,2009,28,47,-
Município,Fundão,2009,171,140,3.9
Município,Gouveia,2009,73,236,7.5
Município,Guarda,2009,109,192,14.5
Município,Manteigas,2009,3,60,-
Município,Mêda,2009,148,70,-
Município,Pinhel,2009,116,56,-
Município,Sabugal,2009,178,130,-
Município,Seia,2009,71,201,7.8
Município,Trancoso,2009,155,142,-
NUTS II,Área Metropolitana de Lisboa,2009,1965,5233,61.8
NUTS III,Área Metropolitana de Lisboa,2009,1965,5233,-
Município,Alcochete,2009,17,65,-
Município,Almada,2009,132,256,43
Município,Amadora,2009,44,106,3.7
Município,Barreiro,2009,46,161,-
Município,Cascais,2009,94,389,65.9
Município,Lisboa,2009,13,1068,67
Município,Loures,2009,223,429,-
Município,Mafra,2009,156,160,-
Município,Moita,2009,101,68,-
Município,Montijo,2009,125,115,-
Município,Odivelas,2009,158,270,-
Município,Oeiras,2009,76,435,31.4
Município,Palmela,2009,115,157,28
Município,Seixal,2009,140,181,-
Município,Sesimbra,2009,65,81,42.3
Município,Setúbal,2009,87,268,31.3
Município,Sintra,2009,291,710,56.9
Município,Vila Franca de Xira,2009,82,314,24.6
NUTS II,Alentejo,2009,1631,3521,24.1
NUTS III,Alentejo Litoral,2009,190,457,15.9
Município,Alcácer do Sal,2009,26,75,13.8
Município,Grândola,2009,37,38,7
Município,Odemira,2009,62,88,21.1
Município,Santiago do Cacém,2009,46,162,12.3
Município,Sines,2009,19,94,28.2
NUTS III,Baixo Alentejo,2009,343,648,16.2
Município,Aljustrel,2009,29,51,-
Município,Almodôvar,2009,21,45,-
Município,Alvito,2009,6,36,-
Município,Barrancos,2009,3,39,16.3
Município,Beja,2009,87,85,20.3
Município,Castro Verde,2009,18,39,-
Município,Cuba,2009,11,51,-
Município,Ferreira do Alentejo,2009,18,42,14.2
Município,Mértola,2009,32,39,-
Município,Moura,2009,41,67,9.8
Município,Ourique,2009,18,49,-
Município,Serpa,2009,32,46,10.2
Município,Vidigueira,2009,27,59,-
NUTS III,Lezíria do Tejo,2009,474,876,21.7
Município,Almeirim,2009,47,49,-
Município,Alpiarça,2009,17,36,-
Município,Azambuja,2009,81,76,-
Município,Benavente,2009,49,136,-
Município,Cartaxo,2009,35,68,-
Município,Chamusca,2009,13,44,-
Município,Coruche,2009,45,67,-
Município,Golegã,2009,10,43,-
Município,Rio Maior,2009,44,67,-
Município,Salvaterra de Magos,2009,37,58,-
Município,Santarém,2009,96,232,23.7
NUTS III,Alto Alentejo,2009,306,776,-
Município,Alter do Chão,2009,6,46,-
Município,Arronches,2009,17,27,-
Município,Avis,2009,15,34,-
Município,Campo Maior,2009,42,33,-
Município,Castelo de Vide,2009,7,48,17.2
Município,Crato,2009,7,45,-
Município,Elvas,2009,79,53,24.3
Município,Fronteira,2009,7,32,-
Município,Gavião,2009,14,75,-
Município,Marvão,2009,17,38,30.8
Município,Monforte,2009,7,41,-
Município,Nisa,2009,23,51,-
Município,Ponte de Sor,2009,18,59,-
Município,Portalegre,2009,42,133,12.9
Município,Sousel,2009,5,61,-
NUTS III,Alentejo Central,2009,318,764,-
Município,Alandroal,2009,20,28,-
Município,Arraiolos,2009,24,74,-
Município,Borba,2009,8,47,-
Município,Estremoz,2009,34,47,26
Município,Évora,2009,97,57,38.5
Município,Montemor-o-Novo,2009,25,87,-
Município,Mora,2009,16,52,4.7
Município,Mourão,2009,9,33,-
Município,Portel,2009,12,54,-
Município,Redondo,2009,19,44,-
Município,Reguengos de Monsaraz,2009,21,67,-
Município,Vendas Novas,2009,15,64,17.9
Município,Viana do Alentejo,2009,13,65,-
Município,Vila Viçosa,2009,5,45,17
NUTS II,Algarve,2009,618,1174,62.3
NUTS III,Algarve,2009,618,1174,62.3
Município,Albufeira,2009,66,86,70.8
Município,Alcoutim,2009,15,34,-
Município,Aljezur,2009,23,84,15.7
Município,Castro Marim,2009,11,0,-
Município,Faro,2009,61,108,46.9
Município,Lagoa,2009,32,77,65.7
Município,Lagos,2009,29,48,72
Município,Loulé,2009,95,117,54
Município,Monchique,2009,26,70,35.3
Município,Olhão,2009,55,80,29.2
Município,Portimão,2009,41,105,60.7
Município,São Brás de Alportel,2009,16,68,-
Município,Silves,2009,83,141,56.5
Município,Tavira,2009,38,52,48.5
Município,Vila do Bispo,2009,11,40,50.7
Município,Vila Real de Santo António,2009,16,64,53.1
NUTS I,Continente,2010,26113,28522,49.1
NUTS II,Norte,2010,15419,9431,36.7
NUTS III,Alto Minho,2010,2269,636,24.2
Município,Arcos de Valdevez,2010,333,42,9.3
Município,Caminha,2010,183,63,16.1
Município,Melgaço,2010,34,64,-
Município,Monção,2010,298,48,12
Município,Paredes de Coura,2010,178,39,-
Município,Ponte da Barca,2010,262,41,3.2
Município,Ponte de Lima,2010,401,101,25.6
Município,Valença,2010,139,56,19.5
Município,Viana do Castelo,2010,405,128,33.7
Município,Vila Nova de Cerveira,2010,36,54,22.8
NUTS III,Cávado,2010,856,682,25.9
Município,Amares,2010,68,50,22.4
Município,Barcelos,2010,246,264,32.9
Município,Braga,2010,197,135,27.2
Município,Esposende,2010,42,112,37
Município,Terras de Bouro,2010,63,67,4.7
Município,Vila Verde,2010,240,54,18
NUTS III,Ave,2010,1433,884,-
Município,Cabeceiras de Basto,2010,126,58,-
Município,Fafe,2010,301,101,-
Município,Guimarães,2010,335,205,35
Município,Mondim de Basto,2010,71,48,-
Município,Póvoa de Lanhoso,2010,217,77,-
Município,Vieira do Minho,2010,177,44,22.6
Município,Vila Nova de Famalicão,2010,173,276,15.9
Município,Vizela,2010,33,75,-
NUTS III,Área Metropolitana do Porto,2010,4752,3437,-
Município,Arouca,2010,154,72,-
Município,Espinho,2010,132,165,-
Município,Gondomar,2010,562,304,-
Município,Maia,2010,155,170,42.7
Município,Matosinhos,2010,96,262,25.9
Município,Oliveira de Azeméis,2010,367,176,-
Município,Paredes,2010,801,375,3.9
Município,Porto,2010,0,356,56.6
Município,Póvoa de Varzim,2010,127,89,34.6
Município,Santa Maria da Feira,2010,642,208,17.9
Município,Santo Tirso,2010,454,236,10.6
Município,São João da Madeira,2010,27,86,-
Município,Trofa,2010,132,75,29.8
Município,Vale de Cambra,2010,212,54,26
Município,Valongo,2010,232,165,-
Município,Vila do Conde,2010,223,102,39.7
Município,Vila Nova de Gaia,2010,436,542,30.6
NUTS III,Alto Tâmega,2010,892,410,-
Município,Boticas,2010,92,49,33.5
Município,Chaves,2010,127,131,15.6
Município,Montalegre,2010,177,65,8.3
Município,Ribeira de Pena,2010,142,82,-
Município,Valpaços,2010,169,48,3.3
Município,Vila Pouca de Aguiar,2010,185,35,12
NUTS III,Tâmega e Sousa,2010,3904,1538,-
Município,Amarante,2010,440,182,32.6
Município,Baião,2010,223,155,-
Município,Castelo de Paiva,2010,56,122,-
Município,Celorico de Basto,2010,346,108,-
Município,Cinfães,2010,330,144,-
Município,Felgueiras,2010,533,192,22.7
Município,Lousada,2010,307,89,-
Município,Marco de Canaveses,2010,540,145,-
Município,Paços de Ferreira,2010,299,127,-
Município,Penafiel,2010,661,219,15.2
Município,Resende,2010,169,55,-
NUTS III,Douro,2010,878,1176,-
Município,Alijó,2010,67,114,29.4
Município,Armamar,2010,18,60,-
Município,Carrazeda de Ansiães,2010,53,48,-
Município,Freixo de Espada à Cinta,2010,17,42,-
Município,Lamego,2010,77,69,23
Município,Mesão Frio,2010,38,55,-
Município,Moimenta da Beira,2010,31,65,-
Município,Murça,2010,40,33,-
Município,Penedono,2010,17,31,-
Município,Peso da Régua,2010,45,49,22.2
Município,Sabrosa,2010,42,24,-
Município,Santa Marta de Penaguião,2010,37,85,-
Município,São João da Pesqueira,2010,19,58,-
Município,Sernancelhe,2010,34,44,-
Município,Tabuaço,2010,26,62,-
Município,Tarouca,2010,43,100,-
Município,Torre de Moncorvo,2010,67,58,-
Município,Vila Nova de Foz Côa,2010,51,22,-
Município,Vila Real,2010,156,157,19
NUTS III,Terras de Trás-os-Montes,2010,435,668,-
Município,Alfândega da Fé,2010,21,65,-
Município,Bragança,2010,51,105,17.1
Município,Macedo de Cavaleiros,2010,60,63,-
Município,Miranda do Douro,2010,34,120,13.3
Município,Mirandela,2010,85,61,5.2
Município,Mogadouro,2010,56,85,-
Município,Vila Flor,2010,27,47,19.8
Município,Vimioso,2010,37,52,-
Município,Vinhais,2010,64,70,-
NUTS II,Centro,2010,6680,9744,30.4
NUTS III,Oeste,2010,950,1037,30.3
Município,Alcobaça,2010,87,226,30.5
Município,Alenquer,2010,147,106,-
Município,Arruda dos Vinhos,2010,63,17,-
Município,Bombarral,2010,39,58,20
Município,Cadaval,2010,45,48,-
Município,Caldas da Rainha,2010,89,87,24.7
Município,Lourinhã,2010,86,79,1.4
Município,Nazaré,2010,28,37,39
Município,Óbidos,2010,53,57,-
Município,Peniche,2010,56,75,25
Município,Sobral de Monte Agraço,2010,36,67,-
Município,Torres Vedras,2010,221,180,15
NUTS III,Região de Aveiro,2010,1227,1131,-
Município,Águeda,2010,120,110,15.5
Município,Albergaria-a-Velha,2010,326,70,1.2
Município,Anadia,2010,72,60,23.8
Município,Aveiro,2010,145,249,40.8
Município,Estarreja,2010,97,87,-
Município,Ílhavo,2010,82,104,33.6
Município,Murtosa,2010,22,79,27.9
Município,Oliveira do Bairro,2010,58,54,-
Município,Ovar,2010,132,171,12.5
Município,Sever do Vouga,2010,130,55,-
Município,Vagos,2010,43,92,-
NUTS III,Região de Coimbra,2010,932,1952,-
Município,Arganil,2010,23,111,-
Município,Cantanhede,2010,70,71,43.4
Município,Coimbra,2010,136,267,46
Município,Condeixa-a-Nova,2010,23,95,-
Município,Figueira da Foz,2010,81,104,28
Município,Góis,2010,12,54,-
Município,Lousã,2010,40,144,-
Município,Mealhada,2010,54,119,31.6
Município,Mira,2010,15,45,34.3
Município,Miranda do Corvo,2010,51,112,-
Município,Montemor-o-Velho,2010,49,90,-
Município,Mortágua,2010,27,63,5.7
Município,Oliveira do Hospital,2010,119,140,-
Município,Pampilhosa da Serra,2010,15,72,-
Município,Penacova,2010,65,99,-
Município,Penela,2010,19,86,-
Município,Soure,2010,39,116,-
Município,Tábua,2010,62,115,-
Município,Vila Nova de Poiares,2010,32,49,-
NUTS III,Região de Leiria,2010,435,1267,-
Município,Alvaiázere,2010,48,89,-
Município,Ansião,2010,38,72,-
Município,Batalha,2010,23,107,31.1
Município,Castanheira de Pêra,2010,11,60,-
Município,Figueiró dos Vinhos,2010,15,74,-
Município,Leiria,2010,110,331,23
Município,Marinha Grande,2010,34,131,35.5
Município,Pedrógão Grande,2010,16,71,0
Município,Pombal,2010,89,196,-
Município,Porto de Mós,2010,51,136,-
NUTS III,Viseu Dão Lafões,2010,1405,1185,-
Município,Aguiar da Beira,2010,18,37,-
Município,Carregal do Sal,2010,35,103,-
Município,Castro Daire,2010,198,127,-
Município,Mangualde,2010,115,85,19.6
Município,Nelas,2010,58,107,9.7
Município,Oliveira de Frades,2010,79,62,-
Município,Penalva do Castelo,2010,18,47,-
Município,Santa Comba Dão,2010,19,66,-
Município,São Pedro do Sul,2010,75,112,1
Município,Sátão,2010,43,47,-
Município,Tondela,2010,151,148,9.2
Município,Vila Nova de Paiva,2010,132,68,-
Município,Viseu,2010,425,107,18.2
Município,Vouzela,2010,39,69,-
NUTS III,Beira Baixa,2010,227,567,-
Município,Castelo Branco,2010,87,130,17.8
Município,Idanha-a-Nova,2010,43,128,18.5
Município,Oleiros,2010,9,101,-
Município,Penamacor,2010,43,86,-
Município,Proença-a-Nova,2010,14,84,-
Município,Vila Velha de Ródão,2010,31,38,-
NUTS III,Médio Tejo,2010,536,1180,-
Município,Abrantes,2010,106,89,28.9
Município,Alcanena,2010,32,95,18.7
Município,Constância,2010,13,75,24.7
Município,Entroncamento,2010,12,55,9.4
Município,Ferreira do Zêzere,2010,24,56,-
Município,Mação,2010,12,43,-
Município,Ourém,2010,97,236,61.1
Município,Sardoal,2010,6,70,-
Município,Sertã,2010,63,185,-
Município,Tomar,2010,95,77,36.5
Município,Torres Novas,2010,51,84,-
Município,Vila de Rei,2010,5,52,-
Município,Vila Nova da Barquinha,2010,20,63,-
NUTS III,Beiras e Serra da Estrela,2010,968,1425,-
Município,Almeida,2010,31,42,29.7
Município,Belmonte,2010,30,64,-
Município,Celorico da Beira,2010,78,58,7.4
Município,Covilhã,2010,73,87,6.8
Município,Figueira de Castelo Rodrigo,2010,124,24,0.1
Município,Fornos de Algodres,2010,35,49,-
Município,Fundão,2010,110,138,-
Município,Gouveia,2010,59,211,6.4
Município,Guarda,2010,74,171,15.6
Município,Manteigas,2010,2,55,-
Município,Mêda,2010,65,63,-
Município,Pinhel,2010,83,48,-
Município,Sabugal,2010,68,120,-
Município,Seia,2010,70,180,7.6
Município,Trancoso,2010,66,115,-
NUTS II,Área Metropolitana de Lisboa,2010,2043,5036,62.1
NUTS III,Área Metropolitana de Lisboa,2010,2043,5036,-
Município,Alcochete,2010,22,57,-
Município,Almada,2010,129,250,42.3
Município,Amadora,2010,41,91,10.1
Município,Barreiro,2010,60,146,-
Município,Cascais,2010,135,348,66.7
Município,Lisboa,2010,1,1137,67.5
Município,Loures,2010,185,369,-
Município,Mafra,2010,115,156,27.7
Município,Moita,2010,98,71,-
Município,Montijo,2010,92,104,-
Município,Odivelas,2010,149,267,-
Município,Oeiras,2010,54,386,31
Município,Palmela,2010,147,143,31.4
Município,Seixal,2010,137,174,-
Município,Sesimbra,2010,87,84,39
Município,Setúbal,2010,65,276,32.3
Município,Sintra,2010,420,661,61.8
Município,Vila Franca de Xira,2010,106,316,-
NUTS II,Alentejo,2010,1595,3231,23.6
NUTS III,Alentejo Litoral,2010,164,436,16.6
Município,Alcácer do Sal,2010,24,71,16.3
Município,Grândola,2010,20,43,8.5
Município,Odemira,2010,58,81,24.8
Município,Santiago do Cacém,2010,48,159,15.2
Município,Sines,2010,14,82,27
NUTS III,Baixo Alentejo,2010,294,583,15.3
Município,Aljustrel,2010,18,49,-
Município,Almodôvar,2010,18,44,-
Município,Alvito,2010,11,35,-
Município,Barrancos,2010,4,35,12.4
Município,Beja,2010,83,76,20.7
Município,Castro Verde,2010,8,37,-
Município,Cuba,2010,16,39,-
Município,Ferreira do Alentejo,2010,23,39,10.2
Município,Mértola,2010,19,31,-
Município,Moura,2010,24,67,6.7
Município,Ourique,2010,20,48,-
Município,Serpa,2010,33,41,6.7
Município,Vidigueira,2010,17,42,-
NUTS III,Lezíria do Tejo,2010,489,814,19.2
Município,Almeirim,2010,30,62,-
Município,Alpiarça,2010,24,33,-
Município,Azambuja,2010,79,66,-
Município,Benavente,2010,43,116,-
Município,Cartaxo,2010,56,75,-
Município,Chamusca,2010,31,47,-
Município,Coruche,2010,56,49,-
Município,Golegã,2010,7,45,-
Município,Rio Maior,2010,17,68,-
Município,Salvaterra de Magos,2010,48,46,-
Município,Santarém,2010,98,207,26.1
NUTS III,Alto Alentejo,2010,296,664,-
Município,Alter do Chão,2010,12,41,-
Município,Arronches,2010,16,27,-
Município,Avis,2010,7,33,-
Município,Campo Maior,2010,34,26,-
Município,Castelo de Vide,2010,7,45,-
Município,Crato,2010,14,35,-
Município,Elvas,2010,96,42,19.4
Município,Fronteira,2010,4,30,-
Município,Gavião,2010,11,54,-
Município,Marvão,2010,13,37,33.4
Município,Monforte,2010,6,38,-
Município,Nisa,2010,12,48,-
Município,Ponte de Sor,2010,21,34,-
Município,Portalegre,2010,24,116,-
Município,Sousel,2010,19,58,-
NUTS III,Alentejo Central,2010,352,734,-
Município,Alandroal,2010,24,31,-
Município,Arraiolos,2010,22,69,-
Município,Borba,2010,14,48,-
Município,Estremoz,2010,56,43,23
Município,Évora,2010,113,68,38.3
Município,Montemor-o-Novo,2010,24,82,-
Município,Mora,2010,11,46,-
Município,Mourão,2010,8,28,-
Município,Portel,2010,10,41,-
Município,Redondo,2010,12,40,-
Município,Reguengos de Monsaraz,2010,22,73,3.9
Município,Vendas Novas,2010,11,54,-
Município,Viana do Alentejo,2010,19,65,-
Município,Vila Viçosa,2010,6,46,18.7
NUTS II,Algarve,2010,376,1080,62.7
NUTS III,Algarve,2010,376,1080,62.7
Município,Albufeira,2010,29,80,70.9
Município,Alcoutim,2010,15,28,-
Município,Aljezur,2010,13,78,14.9
Município,Castro Marim,2010,9,0,34.9
Município,Faro,2010,22,105,53.5
Município,Lagoa,2010,25,83,63.2
Município,Lagos,2010,21,48,68.5
Município,Loulé,2010,65,113,57.6
Município,Monchique,2010,16,65,43.8
Município,Olhão,2010,25,74,42.7
Município,Portimão,2010,33,79,58.4
Município,São Brás de Alportel,2010,7,50,-
Município,Silves,2010,47,127,59.9
Município,Tavira,2010,32,45,54.2
Município,Vila do Bispo,2010,7,39,54.7
Município,Vila Real de Santo António,2010,10,66,48.3
NUTS I,Continente,2011,29782,28940,51.3
NUTS II,Norte,2011,18715,9941,38.1
NUTS III,Alto Minho,2011,2428,571,25.8
Município,Arcos de Valdevez,2011,372,52,14.4
Município,Caminha,2011,130,39,18.6
Município,Melgaço,2011,38,18,-
Município,Monção,2011,199,51,-
Município,Paredes de Coura,2011,153,46,-
Município,Ponte da Barca,2011,308,34,-
Município,Ponte de Lima,2011,494,82,26.1
Município,Valença,2011,154,62,22.1
Município,Viana do Castelo,2011,545,125,35.8
Município,Vila Nova de Cerveira,2011,35,62,23.9
NUTS III,Cávado,2011,1281,745,26.5
Município,Amares,2011,129,67,28.6
Município,Barcelos,2011,311,277,34.5
Município,Braga,2011,346,151,27
Município,Esposende,2011,83,124,38.5
Município,Terras de Bouro,2011,61,65,5.9
Município,Vila Verde,2011,351,61,17.9
NUTS III,Ave,2011,1975,943,-
Município,Cabeceiras de Basto,2011,132,53,-
Município,Fafe,2011,272,97,-
Município,Guimarães,2011,514,212,35
Município,Mondim de Basto,2011,20,53,-
Município,Póvoa de Lanhoso,2011,287,74,-
Município,Vieira do Minho,2011,204,51,27
Município,Vila Nova de Famalicão,2011,422,308,14.8
Município,Vizela,2011,124,95,-
NUTS III,Área Metropolitana do Porto,2011,5226,3488,-
Município,Arouca,2011,178,76,-
Município,Espinho,2011,173,139,54.8
Município,Gondomar,2011,615,308,-
Município,Maia,2011,208,151,45.7
Município,Matosinhos,2011,96,252,25.3
Município,Oliveira de Azeméis,2011,303,157,-
Município,Paredes,2011,612,409,14.3
Município,Porto,2011,0,348,61.1
Município,Póvoa de Varzim,2011,182,80,33.8
Município,Santa Maria da Feira,2011,865,224,20.3
Município,Santo Tirso,2011,454,235,11.2
Município,São João da Madeira,2011,34,88,39.9
Município,Trofa,2011,291,97,31.4
Município,Vale de Cambra,2011,90,64,23.3
Município,Valongo,2011,124,209,-
Município,Vila do Conde,2011,236,99,39.8
Município,Vila Nova de Gaia,2011,765,552,30.5
NUTS III,Alto Tâmega,2011,1557,480,-
Município,Boticas,2011,187,57,-
Município,Chaves,2011,321,170,17.7
Município,Montalegre,2011,484,79,8.9
Município,Ribeira de Pena,2011,77,85,-
Município,Valpaços,2011,283,49,2.4
Município,Vila Pouca de Aguiar,2011,205,40,12.4
NUTS III,Tâmega e Sousa,2011,4017,1653,-
Município,Amarante,2011,406,196,34.3
Município,Baião,2011,295,170,-
Município,Castelo de Paiva,2011,55,126,-
Município,Celorico de Basto,2011,240,99,-
Município,Cinfães,2011,403,181,-
Município,Felgueiras,2011,507,230,32.9
Município,Lousada,2011,329,85,-
Município,Marco de Canaveses,2011,511,146,-
Município,Paços de Ferreira,2011,356,156,-
Município,Penafiel,2011,704,211,16.9
Município,Resende,2011,211,53,-
NUTS III,Douro,2011,1423,1356,-
Município,Alijó,2011,112,166,29.2
Município,Armamar,2011,30,60,-
